publishdate,content_id,title_en,difficulty,mealtype,diettype,cuisine,cooking_method,steps,ingredients,#ingredients,steps_length
2017-01-11,R565,Superfood salad,easy,main,vegetarian,,,"Cook quinoa in water for approx. 10 min. according to package instructions. Roughly chop walnuts and dried tomatoes. For the dressing, mix plant-based yogurt alternative, olive oil and cider vinegar in a small bowl. Season with salt and pepper to taste. Combine cooked quinoa with baby leaf spinach, chopped walnuts and dried tomatoes in a serving bowl. Top with dressing and chia seeds. enjoy!","['baby leaf spinach', 'chia seeds', 'cider vinegar', 'dried tomatoes', 'olive oil', 'pepper', 'plant-based soy yogurt alternative', 'quinoa', 'salt', 'walnuts', 'water']",11,64
2018-11-16,R1486,Cinnamon Pavlova with apple-pear compote and mascarpone,medium,dessert,,,"baking,oven","Preheat oven to 150°C/300°F. Add egg whites and salt to a kitchen machine with whisk. Once foamy, add some sugar and beat for approx. 5 – 8 min. or until stiff peaks form. Add starch, vinegar, and half the vanilla extract and beat to combine. Add cinnamon and fold gently with a rubber spatula. Transfer to a baking sheet lined with a silicone baking mat and gently flatten the meringue into shape. Reduce oven heat to 130°C/260°F and bake at for approx. 1.5 hrs. Remove and let cool. Meanwhile, peel a pear and apple. Quarter, core, and dice them. Toss diced fruit with some lemon juice in a small bowl, then transfer to a small pot. Split and scrap vanilla bean and add the pod and seeds to the pot. Add tarragon, some sugar, and set over medium-high heat. Let simmer for approx. 10 min. Add remaining sugar to a saucepan over medium-high heat and let caramelize. Once amber in color and completely dissolved, add heavy cream and stir to combine until thick and smooth. Add butter, stir to combine, and set aside. For the poached pears, peel remaining pears. Quarter and core them, leaving stems for added decoration. Transfer to a saucepan with lemon juice. Add caramel syrup and heat over medium high until mixture boils. Remove from heat and let sit for at least 15 min. Add mascarpone cheese to a kitchen machine with paddle. Add confectioner’s sugar, remaining lemon juice, and remaining vanilla extract and mix until light and fluffy. Top cooled pavlova with whipped mascarpone and apple-pear compote. Garnish with poached pears and fresh tarragon. Drizzle with caramel and sprinkle toasted, sliced almonds over the top. Enjoy!","['apple', 'caramel syrup', 'confectioner’s sugar', 'distilled white vinegar', 'egg whites', 'ground cinnamon', 'heavy cream', 'lemon juice', 'mascarpone cheese', 'pears', 'salt', 'sliced almonds (toasted, for garnish)', 'starch', 'sugar', 'tarragon', 'tarragon (for garnish)', 'unsalted butter', 'vanilla bean', 'vanilla extract']",19,281
2015-05-24,R241,Glowing red smoothie,easy,drinks,alcohol-free,,blending,"Peel and slice cucumber. Dice red beet. Place cucumber, red beets, frozen raspberries, agave syrup, and water into blender. Pick mint leaves and add to blender. Blend on high speed for approx. 2 – 3 min. until smooth. Enjoy as an energizing snack or breakfast.","['agave syrup', 'cucumber', 'mint', 'raspberries (frozen)', 'red beets (medium-sized, cooked)', 'water (cold)']",6,45
2018-11-17,R1504,Porcini mushroom omelet with quince relish and pickled red onions,medium,main,non-vegetarian,,frying,"For the omelette filling, place dried porcini mushrooms in a large bowl and cover with hot water. Allow to soak for approx. 30 min., stirring occasionally. Meanwhile, finely grate Pecorino cheese. Finely dice shallot. Roughly chop chervil, marjoram, and parsley. For the relish, peel, quarter, and core the quince. Dice into small pieces. Finely dice some of the red onion. Remove the seeds from the chili pepper and dice finely. For the pickled onions, quarter remaining red onion and slice into thin wedges. To make the relish, heat a pot over medium-high heat. Add sugar and let caramelize until golden brown. Add quince, diced red onion, and mustard seeds. Stir well, and then add the white wine and white balsamic vinegar. Let it simmer for approx. 30 min. Add diced chili pepper, season with salt to taste, and set aside. To make the picked onions, heat vegetable oil in a frying pan over medium heat. Then add the sliced red onion, vinegar, remaining sugar, season with salt and pepper, and simmer gently until the onions turn pink. Set aside to cool. Break the eggs into a bowl, season with salt and pepper, and whisk until frothy, approx. 15 seconds. Melt a quarter of the butter in a frying pan set over medium heat and sauté the porcini mushrooms and shallots for approx. 3 min. Season with salt and pepper, and remove from the pan. Wipe the pan clean, return to medium heat and melt remaining butter. Pour the eggs into the pan and let cook for approx. 4 min. or until the bottom is set but the surface is still raw. Scatter the fried mushrooms and grated Pecorino cheese on top. Fold one half of omelet into the center, overlap with the other side, and cook for approx. a further 4 min. Serve with relish, pickled red onions, and fresh herbs. Enjoy!","['chervil', 'chili', 'distilled white vinegar', 'dried porcini mushrooms', 'eggs', 'marjoram', 'mustard seeds', 'parsley', 'Pecorino cheese', 'pepper', 'quince', 'red onions', 'salt', 'shallot', 'sugar', 'unsalted butter', 'vegetable oil', 'water (hot)', 'white balsamic vinegar', 'white wine']",20,312
2018-11-17,R1505,Swiss chard and Gruyère cheese gratin,easy,main,non-vegetarian,,"baking,oven,sauteing","Preheat oven to 200℃/390°F. Wash the chard and shake it dry, slice off the chard stems, trim and string the stems, then chop roughly. Chop leaves to large strips. Finely dice the onion and mince the garlic. Cut the bread into large cubes. Grate Gruyére cheese and set aside. Heat a tablespoon of oil in a frying pan, add the cubed baguette, and fry on medium-high heat on all sides until golden. Season with salt and pepper. Remove the bread from the pan and leave on a plate lined with kitchen towel to soak up excess oil. Add remaining oil to the pan and sauté the onions and garlic on medium heat for approx. 4 min. Add chard stems and sauté approx. 2 min. more. Next, add chopped chard leaves and sauté until just wilted, approx. 4 min. Season well with salt and pepper, add some vegetable broth, and stir well until evaporated. Remove from heat. Place most of the baguette pieces into a baking dish, reserving some for the top layer. Add the sautéed chard, remaining vegetable broth, reserved baguette pieces, and finish with grated Gruyère cheese. Transfer to the oven, preheated to 200°C/390°F, and bake for 15 – 20 minutes, or until the cheese on top is melted and golden. Serve hot and enjoy!","['baguettes (stale)', 'garlic', 'Gruyère cheese', 'olive oil', 'onion', 'pepper', 'salt', 'Swiss chard', 'vegetable broth']",9,216
2018-11-17,R1506,Herb-roasted chicken with root vegetables,easy,main,,,"oven,roasting","Preheat the oven to 180°C/355°F. Peel sweet potato, halve, and chop into thick matchsticks. Remove celery root peel and slice into thick matchsticks. Peel and quarter the mixed beets. Peel sunchokes. Trim carrot greens, halve each carrot widthwise, then lengthwise. Cut the onions into wedges. Halve the whole head of garlic widthwise. Season the chicken all over with flaky sea salt, rubbing it into the skin. Zest half the lemon and rub into the chicken skin. Quarter the lemon and stuff into the chicken cavity along with thyme, rosemary, and sage. Transfer vegetables to a baking sheet. Add olive oil, season with salt, and toss well. Place chicken on top, transfer to oven, preheated to 180°C/350°F, and roast for approx. 1.5 hrs. In the meantime, make herb butter by melting butter in a saucepan over low heat. Add remaining rosemary, thyme, and sage, stir and let bubble gently for approx. 2 min. Remove from heat and set aside. Approx. 10 min before the end of the cooking time, baste chicken with melted herb butter. To make the yogurt dip, finely slice scallion, then zest and juice the remaining lemon. Add to a bowl along with the Greek yogurt and olive oil, season with salt and pepper, and stir well. Remove chicken and vegetables from the oven once cooked, and let rest for approx. 10 min. before carving. Serve with yogurt dip! Enjoy!","['celery root', 'flaky sea salt', 'full-fat Greek yogurt', 'garlic', 'lemons', 'mixed beets', 'mixed carrots', 'olive oil', 'pepper', 'red onions', 'rosemary', 'sage leaves', 'scallion', 'sunchokes', 'sweet potato', 'thyme', 'unsalted butter', 'whole chicken']",18,232
2018-11-18,R1410,Lemon and hazelnut spaghetti carbonara,easy,main,non-vegetarian,,,"Dice pancetta. Peel and mince shallots and garlic cloves. Zest lemon and juice half of it. Grate Parmesan cheese and add to a large bowl with the egg yolks. Season with salt and pepper and most of the lemon zest. Toast hazelnuts in a small frying pan over medium heat until fragrant, approx. 4 min. Finely chop and set aside. Bring a large pot of salted water to a boil. Add spaghetti and cook until al dente, approx. 7 – 9 min. Reserve about 100 ml/ 1/2 cup pasta water, then drain. Meanwhile, in a large frying pan, sauté pancetta in olive oil until crisp. Add garlic and shallots and let cook approx. 5 min. over medium heat. Season with salt and pepper, then add drained pasta with a quarter of the reserved pasta water. Toss well to coat. Transfer the pasta to the large bowl with the cheese and eggs. Toss well using tongs and a rubber spatula, adding more pasta water as needed to create a smooth, glossy sauce that coats the pasta. Add lemon juice and toss some more. Serve with remaining lemon zest, lots of chopped hazelnuts, and more Parmesan cheese. Season to taste and enjoy!","['egg yolks', 'garlic', 'hazelnuts', 'lemon', 'olive oil', 'pancetta', 'Parmesan cheese', 'Parmesan cheese (for serving)', 'pepper', 'salt', 'shallots', 'spaghetti']",12,200
2018-11-18,R1484,Chocolate cake with fluffy tahini frosting and salted caramel,easy,dessert,,,baking,"Preheat oven to 180°C/350°F. Grease a springform pan and line the bottom with parchment paper. Mix flour, baking powder, baking soda, salt, cocoa powder, and ground nutmeg in a bowl. Beat eggs with some sugar in a kitchen machine until fluffy, approx. 5 min. Slowly pour in the oil and most of the espresso then, spoon by spoon, add the dry ingredients. Pour batter into the prepared pan and bake for approx. 40 – 50 min. or until a toothpick inserted into the center of the cake comes out clean. Remove from oven and let cool. In the meantime, in a small pot over medium heat, caramelize some sugar. Once amber in color and completely melted, add some heavy cream and swirl the pan to combine. Use a rubber spatula to stir until a smooth caramel forms. Remove from heat and stir in the butter. Let cool slightly before adding flaky sea salt. Set aside. To make the frosting, beat the remaining heavy cream with the remaining sugar, vanilla extract, and whipped cream stabilizer in a kitchen machine with whisk. Once fluffy, approx. 7 min., add tahini and whip just to combine. Loosen the cake from the springform pan and brush with remaining espresso. Spread the top with the tahini frosting. Drizzle over the caramel sauce and sprinkle with black sesame before serving. Enjoy!","['baking powder', 'baking soda', 'black sesame seeds (for garnish)', 'eggs', 'espresso', 'flaky sea salt', 'flour', 'ground nutmeg', 'heavy cream', 'salt', 'sugar', 'tahini', 'unsalted butter', 'unsalted butter (for greasing)', 'unsweetened cocoa powder', 'vanilla extract', 'vegetable oil', 'whipped cream stabilizer']",18,224
2015-05-21,R239,Clear your mind smoothie,easy,drinks,alcohol-free,,blending,"Slice celery stalk and cut banana into chunks. Pick parsley leaves. Add salad, celery, banana, parsley leaves, and cold water to blender. Pour in chilled orange juice. Blend all ingredients until smooth for approx. 2 – 3 min. Enjoy with ice cubes!","['banana', 'celery', 'green salad (e.g. baby leaf, lettuce…)', 'ice cubes for serving', 'orange juice (chilled)', 'parsley', 'water (chilled)']",7,42
2017-01-11,R564,Curried carrot and pumpkin soup,easy,main,vegetarian,,oven,"Deseed pumpkin and toast seeds with a pinch of salt in a frying pan over medium heat until fragrant. Set aside. Preheat oven to 180°C/350°F. Peel onions and chop coarsely, then peel and halve carrots lengthwise. Cut open chili, scrape out seeds, and chop. Separate approx. half of the sage. Place the pumpkin half and carrots in a baking dish or ovenproof frying pan. Place some butter inside pumpkin. Sprinkle pumpkin and carrots with the onions, half of the sage leaves, chili, cane sugar and salt to taste. Roast for approx. 40 min. at 180°C/350°F. Remove vegetables from oven and let cool slightly. In a medium pot over medium heat, melt remaining butter with curry powder and a pinch of salt. Add oven-roasted vegetables and fry for approx. 1 – 2 min., stirring and mashing with spatula. Deglaze with coconut milk, then add vinegar. Add lemon zest and juice to pot, along with remaining chopped sage leaves, and bring to a boil. Turn off heat and stir in yogurt. With a hand blender, blend mixture until creamy. Serve with toasted pumpkin seeds and cilantro to taste. Enjoy!","['butter (divided)', 'cane sugar', 'carrots', 'cilantro for garnish', 'coconut milk', 'curry powder', 'Hokkaido pumpkin (deseeded)', 'lemon (zest and juice)', 'onion', 'pumpkin seeds', 'sage (divided)', 'salt', 'small chili', 'vinegar', 'yogurt']",15,187
2015-05-18,R236,Mediterranean zucchini spaghetti with lemon sauce,easy,main,vegetarian,,sauteing,"Finely dice chili. Roughly chop olives and tomatoes. Cut zucchini into thin strips using a spiral slicer. In a pan, sauté zucchini over medium heat in some olive oil. Add vegetable stock and continue to sauté for approx. 5 – 7 min. until softened. In a separate, grease-free pan, toast the pine nuts over medium heat for approx. 2 – 3 min. Then, add the chili, tomatoes, and olives and continue to sauté for an additional 2 – 3 min. Zest lemon and lime and juice lime. Add lemon zest and lime zest and juice to pan. Add zucchini to pan. Season with salt and pepper.  Add some olive oil and stir well to incorporate. Enjoy!","['chili (small)', 'lemon (zest)', 'lime (zest and juice)', 'olive oil', 'olive oil for frying', 'olives', 'pepper', 'pine nuts', 'salt', 'sundried tomatoes (in oil)', 'vegetable stock', 'zucchini']",12,116
2015-05-11,R234,Superfood green smoothie,easy,drinks,alcohol-free,,blending,"Roughly chop apple, cucumber, cashews, and avocado. Add chopped apple, cucumber, cashews and avocado to blender. Add spinach, water, lime juice, agave syrup. Pour in almond milk. Then, blend on high until smooth, approx. 2 – 3 min. Enjoy right away!","['agave syrup', 'almond milk', 'apple', 'avocado (medium-sized)', 'cashews', 'cucumber', 'limes (juice)', 'spinach', 'water']",9,41
2017-04-26,R726,"Corn muffins with bacon, herbs, and feta",easy,others,non-vegetarian,,baking,"Fry bacon over medium heat until crispy. Set aside to drain and cool on a paper towel-lined plate. Cube feta and chop herbs and cooled bacon. Beat eggs. Preheat oven to 200°C/400°F. Combine cornmeal, flour, salt, pepper, chopped herbs, and baking powder in a large bowl. Whisk together milk, maple syrup, beaten eggs, and oil, then add to dry ingredients and stir to combine. Let batter rest while you grease or line muffin tin. Fold feta and bacon gently into batter. Fill muffin cups about halfway and bake for approx. 15 – 20 min. at 200°C/400°F, or until golden brown and set. Let cool in pan for a few minutes before transferring to a rack to cool slightly before serving.","['all-purpose flour', 'bacon', 'baking powder', 'black pepper', 'eggs', 'feta', 'maple syrup', 'milk', 'oil', 'parsley', 'rosemary', 'salt', 'thyme', 'vegetable oil for greasing', 'yellow cornmeal']",15,120
2018-11-23,R1485,Walnut spritz sandwiches with fig-caramel filling,easy,dessert,,,baking,"Preheat oven to 180°C/350°F. Add butter, confectioner’s sugar, vanilla sugar, salt, and lemon zest to a kitchen machine with paddle and mix for approx. 5 min., or until light and fluffy. Add eggs while mixing on low speed and beat on high for 1 min. more. On low speed, alternate adding spoonfuls of ground walnuts and flour. Once well combined, transfer dough to plastic wrap and chill for 30 min. Once dough has chilled, transfer to a floured work surface. Roll into a log and cut into chunks. Use a spritz cookie attachment on your kitchen machine to form the cookies. Transfer cookies to a baking sheet, leaving at least 1-cm/0.4-in. space between each cookie. Cut to size if needed. Transfer to oven and bake at 180°C/350°F for approx. 12 – 15 min. then let cool completely. In the meantime, add the figs and caramel sauce to a food processor. Blend into a thick paste. Transfer to a piping bag and chill in the fridge for approx. 10 min. To assemble, pipe the filling onto half of the cooled spritz cookies. Top with the other half and gently press together. Enjoy!","['caramel sauce', 'confectioner’s sugar', 'dried figs', 'eggs', 'figs', 'flour', 'flour (for dusting)', 'ground walnuts', 'lemon', 'salt', 'unsalted butter (room temperature)', 'vanilla sugar']",12,191
2018-11-24,C294,Banana-coconut bread pudding,easy,dessert,non-vegetarian,,"baking,oven","Preheat oven to 180°C/355°F. Slice bananas and cut brioche slices in half. Butter the brioche on one side. Add approx. one-third of the buttered brioche to a baking dish and top with one-third of the banana slices. Continue layering in this pattern until you have three layers, or until you are out of ingredients. In a large bowl, whisk together most of the brown sugar, eggs, coconut milk, and milk. Pour mixture over brioche and bananas and let soak for approx. 10 min. Top with remaining brown sugar and shredded coconut. Set baking dish into a larger roasting pan and put into the oven. Carefully pour hot water into the roasting pan, filling it until it comes one-third of the way up the side of the baking dish. Bake for approx. 45 – 50 min., or until a toothpick comes out clean. Serve warm or at room temperature!","['bananas', 'brioche', 'brown sugar', 'coconut milk', 'eggs', 'shredded coconut', 'unsalted butter (soft)', 'whole milk']",8,148
2018-11-24,R1409,Salted caramel budino with hazelnut praline,medium,dessert,non-vegetarian,,,"In a pot, add some of the sugar and let melt and caramelize, swirling the pan as needed. When it has reached an amber color, remove from the heat. Slowly add some of the room temperature heavy cream, swirling the pan until the cream is totally combined. Then swirl in some of the butter and sea salt. Transfer to a small bowl and set aside to cool. Meanwhile, melt remaining butter in a small saucepan. Add some of the hazelnuts to a food processor and pulse until finely ground, add the cocoa powder and pulse once more to combine. Set some aside for garnish then mix the remaining in a small bowl with some of the salt and melted butter. Divide the crust mixture evenly among four serving glasses and press or spread the crust into an even layer in the bottom. Transfer to the fridge until assembly. In a liquid measuring cup, combine remaining heavy cream and whole milk. In a pot, add maple syrup, brown sugar, water, and remaining salt and bring to a boil over medium heat, stirring occasionally. Cook for about 8 min. or until caramelized. Remove from the heat and slowly whisk in heavy cream-milk mixture. In a separate bowl, whisk together egg, egg yolks, and starch. While whisking, slowly add maple syrup-cream mixture to the egg-cornstarch mixture. Transfer the pudding back to the pot and set over medium heat, whisking constantly until a thick pudding forms, approx. 5 min. Strain the mixture through a fine sieve into a bowl, then cover tightly with plastic wrap (pressing the plastic directly onto the pudding to stop a skin from forming) and refrigerate for at least 2 hours. Meanwhile, preheat oven to 150°C/300°F. Toast remaining hazelnuts on a baking sheet at for approx. 10 min. or until golden and fragrant. Remove from the oven. Add remaining sugar to a frying pan over medium heat. Swirl occasionally until the sugar is dissolved and deep amber in color, approx. 8 min. Add the toasted hazelnuts to the sugar, stir and transfer to a parchment paper-lined baking sheet. Set the hazelnut praline aside to harden, approx. 15 min. Once cooled, break into small chunks. To assemble the budinos, divide the cooled pudding among the glasses. Divide the salted caramel among them and spread in an even layer to cover the top. Sprinkle with the reserved hazelnut-cocoa crumbs and the hazelnut praline. Enjoy!","['brown sugar', 'egg', 'egg yolks', 'hazelnuts', 'heavy cream', 'maple syrup', 'salt', 'sea salt', 'starch', 'sugar', 'unsalted butter', 'unsweetened cocoa powder', 'water', 'whole milk']",14,402
2015-04-25,R229,Wake-up smoothie,easy,drinks,alcohol-free,,blending,"Gently wash spinach. Roughly chop spinach, pear, apple, and banana. Add all ingredients to blender. Spoon out kiwis and add to blender. Pour in orange juice. Blend until smooth, approx. 2 – 3 min. Ready to enjoy immediately.","['apple', 'banana', 'kiwis', 'orange juice', 'pear', 'spinach']",6,38
2018-11-27,C304,Baked salmon with carrots and leek,easy,main,non-vegetarian,,oven,"Preheat oven to 175°C/350°F. Line a baking sheet with one sheet of aluminum foil, drizzle the sheet with olive oil, and place salmon fillets on top. Peel carrots into strips, cut leeks into thin rings, and add on top of the salmon fillets. Season with lemon juice and salt and pepper to taste. Place another sheet of aluminum foil on top. Fold up the edges of the aluminum foil to create a package and seal the edges well. Transfer baking sheet to oven and bake for approx. 25 min. at 175°C/350°F. Remove from oven and carefully open the aluminum foil package. Transfer to a serving plate and enjoy!","['carrots', 'leek', 'lemon', 'olive oil (for greasing)', 'pepper', 'salmon fillets', 'salt']",7,108
2015-04-22,R227,Peanut butter smoothie,easy,drinks,alcohol-free,,blending,"Peel bananas, break in half, and add to blender. Add yogurt, peanut butter, ice cubes, vanilla extract, and a pinch of cinnamon to blender. Season to taste with lemon juice. Pour in milk. Blend on high until creamy, approx. 2 – 3 min. Serve cold and enjoy!","['bananas', 'cinnamon', 'ice cubes', 'lemon, juiced', 'milk', 'peanut butter', 'vanilla extract', 'yogurt']",8,47
2019-07-31,C336,5 Minute Mug Cake,easy,dessert,non-vegetarian,,,Add all ingredients to a mug and stir to combine with a fork or a small whisk. Cover with aluminum foil and bake in a preheated oven at 200°C/390°F for 10 min.,"['coconut oil', 'egg', 'ground hazelnuts', 'honey', 'sea salt', 'unsweetened cocoa powder']",6,32
2018-11-29,R1502,Ginger-pineapple fizz,easy,drinks,alcohol-free,,blending,"Peel ginger. Slice two thin slices and reserve for serving. Finely grate the remaining ginger. Peel pineapple and dice most of it finely, cutting out some larger decorative pieces to reserve for serving. Heat up a frying pan over medium-high heat and fry diced pineapple until golden. Add ginger to liquid measuring cup along with half of the pineapple. Blend until smooth using an immersion blender. Strain through a fine sieve and reserve the juice. Peel a long strip of cucumber peel and set aside for serving. Chop cucumber roughly, add to a liquid measuring cup, and blend using an immersion blender. Strain through a fine sieve and reserve the juice. Thread a skewer with reserved decorative pineapple pieces, the cucumber peel, and the slices of ginger. Add ice to a highball glass and pour in the ginger soda. Add the remaining pineapple cubes, lime juice, pineapple juice, and cucumber juice. Garnish with the skewer. Stir just before serving and enjoy!","['crushed ice', 'cucumber', 'ginger', 'ginger soda', 'lime juice', 'pineapples']",6,161
2018-11-30,R1503,Raspberry tea and rosemary sour,easy,drinks,alcohol-free,,blending,"Remove pomegranate seeds, transfer to a liquid measuring cup, and blend using an immersion blender. Strain the juice through a fine sieve and set aside. Add crushed ice, frozen raspberries, raspberry tea, pomegranate juice, and red wine vinegar to a cocktail shaker. Using a flambé torch, carefully char some of the rosemary. Add to the cocktail shaker and shake vigorously. Pour into a glass. Scoop out the raspberries from the cocktail shaker and add to the glass. Use the flambé torch to char remaining rosemary and place in the glass to garnish. Enjoy!","['crushed ice', 'pomegranate', 'raspberries (frozen)', 'raspberry iced tea', 'red wine vinegar', 'rosemary']",6,93
2015-04-20,R226,French toast,easy,others,vegetarian,,sauteing,"Whisk egg until foamy. Add milk, cinnamon, and honey and continue to beat until ingredients are well combined. Soak each side of bread in egg mixture. In a frying pan, melt butter over medium heat and sauté bread for approx.  2 – 3 min. per side until golden brown. Cut diagonally and serve with maple syrup.","['butter', 'cinnamon', 'egg', 'honey', 'maple syrup for serving', 'milk', 'toast']",7,56
2018-12-01,R1487,Steamed vegetables with sunchoke sauce,easy,others,vegetarian,,"blending,steaming","For the sunchoke sauce, peel sunchokes and celery root. Roughly dice celeriac and sunchokes. Transfer to a small saucepan. Add soy milk and let simmer for approx. 30 min. on the side. In two separate saucepans, each with a bamboo steamer on top, bring water to a boil. Prepare baby red peppers, baby zucchinis, baby corns, shiitake mushrooms, baby carrots, baby bok choy, baby fennel, and green asparagus. Add all vegetables to the bamboo steamers and steam for approx. 12 min. When the celery root and sunchokes are tender, remove them from heat. Transfer to a blender and pulse until smooth. Strain the sunchoke sauce through a sieve, using a whisk. Season to taste with lemon juice. Season with salt and pepper, if desired. Distribute sunchoke sauce on serving plates and serve steamed vegetables, endive and radicchio leaves on top. Garnish with red beet sprouts, slivered almonds, and flaky sea salt. Enjoy!","['baby bok choy', 'baby carrots', 'baby corns', 'baby fennel', 'baby red bell peppers', 'baby zucchinis', 'celery roots', 'endives', 'flaky sea salt (for garnish)', 'green asparagus', 'lemon', 'pepper', 'radicchio', 'red beet sprout (for garnish)', 'salt', 'shiitake mushrooms', 'slivered almond (for garnish)', 'soy milk', 'sunchokes']",19,152
2018-12-01,R1528,Spiced orange and red wine braised lamb,easy,main,non-vegetarian,,oven,"Preheat the oven to 200°C/400°F. Peel carrots, onions, and garlic cloves and chop. Quarter oranges. Season the lamb leg with salt. Heat the vegetable oil in a large ovenproof pot and fry the lamb on all sides. Deglaze with red wine. Add vegetable broth, orange, carrots, onions, and garlic. Then add the bay leaf, cinnamon stick, allspice berries, star anise, and rosemary. Cover, transfer to the oven and roast at 200°C/400°F for approx. 2 hrs., removing the lid after 1 hr. In the meantime, peel and chop celery root and transfer to a saucepan with some water. Salt and bring to a boil. When tender, drain, and return to the saucepan. Add butter, milk, freshly grated nutmeg, and salt. Slice lamb leg and serve with celery root purée and pan drippings. Enjoy!","['allspice berries', 'bay leaf', 'carrots', 'celery root', 'cinnamon stick', 'garlic', 'lamb legs', 'nutmeg', 'oranges', 'red onions', 'red wine', 'rosemary', 'salt', 'star anise', 'unsalted butter', 'vegetable broth', 'vegetable oil (for frying)', 'whole milk']",18,132
2015-04-17,R224,Poached chicken and avocado sandwich,easy,main,non-vegetarian,,poaching,"In a large saucepan, bring chicken stock and bay leaf to a boil and then reduce to a simmer. Add chicken breast to saucepan and poach for approx. 5 – 10 min. until cooked through. Remove from saucepan and allow to cool. Cut red onion, bell pepper, and avocado into thin strips. Toast bread slices on a grill pan over medium heat for approx. 1 – 2 min. per side. Cut chicken into strips. On one slice of bread, layer lettuce, chicken, avocado, bell pepper, and onion. Season to taste with salt and pepper. Generously spread cream cheese over second piece of toast and place on top. Cut sandwich diagonally and serve with sweet chili sauce!","['avocado', 'bay leaf', 'bell pepper (red)', 'chicken breast (small)', 'chicken stock', 'cream cheese', 'lettuce', 'onion (red)', 'pepper', 'salt', 'sandwich toast', 'sweet chili sauce for serving']",12,116
2019-07-31,C339,Broccoli and portobello on hummus with apricot salad,easy,others,vegetarian,,,"Cut onions into rings. Braise the onion rings in the oil on medium heat for 15 minutes, and stir occasionally, until nice and brown. Then, add the vinegar, allow to reduce, and season with salt and pepper. Grate ginger. Mix all all ingredients for the hummus until you get a smooth and creamy texture. Season with salt and pepper (Attention, leave 4 tablespoons of chickpeas for roasting with the Portobello mushroom). Finely chop parsley, cilantro, and mint. Cut apricots into thin slices and dice chili. Combine the ingredients for the apricot salad and let it marinate. Season once again with salt and pepper prior to serving. Carefully peel the stalk of the broccoli with a small knife, and cut off two slices of approx. 1.5cm in diameter. Keep the remaining part for your next meal. Cut portobello mushroom into 1.5.cm thick slices. Heat up two pans (or one very large). In the first pan, roast the mushroom strips and chickpeas with the frying oil for 5 minutes on heat level 7 of 9, and turn regularly. In the second pan, roast the broccoli slices with the whole clove of garlic in the frying oil for approx. 5 minutes. Then, add about 1-2 tablespoons tamari or soy sauce to each pan, allow to reduce and take them off the heat. Toast sesame seeds. Spread some hummus on a board or dish, and arrange the remaining components on it loosely. Sprinkle with sesame seeds. Find more recipes in my free Ebook www.vegan-bowl.de!","['apricots', 'balsamic vinegar', 'broccoli', 'canned chickpeas (drained)', 'chilis', 'cilantro', 'garlic', 'ginger', 'ground cumin', 'lemon juice', 'mint', 'oil (for frying)', 'olive oil', 'onions', 'parsley', 'pepper', 'portobello mushrooms', 'salt', 'sesame seeds', 'soy sauce', 'vanilla beans (ground)']",21,250
2018-12-02,R1529,Grilled mortadella and cheese finger sandwiches with rosemary,easy,others,non-vegetarian,,grilling,"Cut the crusts off of the sandwich bread. Brush a slice with grainy mustard then layer on a slice of Gouda cheese and two slices of mortadella. Cover with a slice of bread and again layer with mustard, Gouda, and mortadella. Complete with another slice of bread on top. Repeat until you have three sandwiches. Heat an oiled grill pan over medium-high heat. Grill each sandwich on both sides until golden brown. Cut each sandwich into four triangles and halve each rosemary sprig width-wise. Skewer each sandwich triangle on one rosemary sprig. Enjoy as an appetizer!","['Gouda cheese', 'grainy mustard', 'mortadella', 'olive oil (for greasing)', 'rosemary', 'sandwich bread']",6,96
2017-12-22,R1021,Christmas snow cupcakes,easy,dessert,vegetarian,,"baking,oven","Preheat oven to 180ºC/350ºF. In a large bowl, mix together flour, baking powder, and baking soda. In another bowl, mix butter, sugar, and vanilla sugar. Add egg, oil, and rum extract to the mixture and beat to combine. Alternately add flour mixture and milk to the butter mixture and stir until dough is combined. Stir in nuts. Line muffin tin, and fill each mold up to ¾ with batter. Bake at 180ºC/350ºF for approx. 20 min., until golden brown. Remove from oven and set aside to cool. Meanwhile, for the frosting: beat butter until smooth. Add confectioner’s sugar little by little until combined. Add vanilla sugar and cream and beat until fluffy in consistency. Pipe onto cupcakes, then sprinkle shredded coconut over the cupcakes. Garnish with a cinnamon star. Enjoy!","['baking powder', 'baking soda', 'butter (divided)', 'chopped nuts', 'cinnamon stars for decorating', 'confectioner’s sugar', 'cream', 'egg', 'flour', 'milk', 'oil', 'rum extract', 'shredded coconut for decorating', 'sugar', 'vanilla sugar (divided)']",15,130
